N,graph_type,graph_params,protocol,alpha,noise_std,p_drop,seed,spectral_gap,convergence_step,final_var,final_range,final_mean,final_l2_error,min_l2_error,elapsed_sec,converged,byzantine_fraction
100,erdos_renyi,{'p': 0.2},simple_avg,0.2,0.0,0.2,3,9.759221346448786,44,4.7756492356998744e-08,0.000999825858300718,0.5442280802974886,4.775649235699874e-06,4.775649235699874e-06,0.044302940368652344,True,0.01
100,erdos_renyi,{'p': 0.2},simple_avg,0.2,0.0,0.2,4,9.053064312234747,43,3.2820556347538363e-08,0.0009277777946965493,0.5256622922637854,3.2820556347538365e-06,3.2820556347538365e-06,0.04140353202819824,True,0.01
100,erdos_renyi,{'p': 0.2},simple_avg,0.2,0.0,0.2,5,10.271687181462354,40,4.230665948577724e-08,0.0009581146503741533,0.48341497007900824,4.230665948577724e-06,4.230665948577724e-06,0.0395207405090332,True,0.01
100,erdos_renyi,{'p': 0.2},simple_avg,0.2,0.0,0.2,6,9.559297489633432,45,3.671734786026196e-08,0.0009682077672161782,0.5196968457146947,3.671734786026196e-06,3.671734786026196e-06,0.04408144950866699,True,0.01
100,erdos_renyi,{'p': 0.2},simple_avg,0.2,0.0,0.2,7,9.92988836604824,43,4.634815971018658e-08,0.0009855598769605844,0.44466732050149377,4.634815971018658e-06,4.634815971018658e-06,0.04422473907470703,True,0.01
50,erdos_renyi,{'p': 0.08},gossip,0.5,0.0,0.0,0,0.6611307083574083,5000,0.0374345460050832,0.8123611341623658,9.327618289475048,1.87172730025416,1.177325600805814,0.5676629543304443,False,0.15
50,erdos_renyi,{'p': 0.08},gossip,0.5,0.0,0.0,1,0.4037705874725945,5000,1.636886509494354e-06,0.006167742475597038,9.997849662838982,8.18443254747177e-05,7.816932556815787e-05,0.543170690536499,False,0.15
50,erdos_renyi,{'p': 0.08},gossip,0.5,0.0,0.0,2,0.522449322681841,5000,3.2902757532758416e-05,0.028209846975952857,9.983539804864302,0.001645137876637921,0.0014523342806843514,0.5487384796142578,False,0.15
50,erdos_renyi,{'p': 0.08},gossip,0.5,0.0,0.0,3,0.3879176174587149,5000,6.782504429425492e-08,0.0011878193485710398,9.999797068880543,3.3912522147127457e-06,3.3912522147127457e-06,0.5476150512695312,False,0.15
50,erdos_renyi,{'p': 0.08},gossip,0.5,0.0,0.0,4,0.44071972901512785,5000,1.9727994176428873e-06,0.008118580446730306,9.998746956818144,9.863997088214436e-05,9.551106570868655e-05,0.5561959743499756,False,0.15
50,erdos_renyi,{'p': 0.08},gossip,0.5,0.0,0.0,5,0.4085482555584744,4992,5.201534560461411e-08,0.0008830355856801475,9.999830319855715,2.6007672802307056e-06,2.6007672802307056e-06,0.5557780265808105,True,0.15
